imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,Type,OverallEffort_trimmedMean30,OverallEffort_mean,OverallEffort_sd,Answer.Q_COMPLEX_AVG,COMPLEX_sd,DIFFICULT_mean,DIFFICULT_sd,Intresting_mean,PAYMENT_mean,Intresting_sd,PAYMENT_sd,imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,Type,threshold,windows greater than threshold,largest connected window (no. of windows),The average size of connected regions,histogram_0,histogram_1,histogram_2,histogram_3,histogram_4,histogram_5,histogram_6,histogram_7,histogram_8,histogram_9,histogram_10,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less",a.count,a.innerHref(#),bonus,button,characters,div,fileSize,header.h1,header.h2,header.h3,header.h4,header.h5,img.count,img.over100px,img.under100px,input.count,input.required,input.type.button,input.type.checkbox,input.type.color,input.type.date,input.type.datetime,input.type.datetime-local,input.type.email,input.type.file,input.type.hidden,input.type.image,input.type.month,input.type.number,input.type.password,input.type.radio,input.type.range,input.type.reset,input.type.search,input.type.submit,input.type.tel,input.type.text,input.type.text.readonly,input.type.time,input.type.url,input.type.week,p,selection,span,textarea.count,video,z_sum_inputs,Sentences,Subclauses,Words,AvgWordLength,numUniqueStems,avgUniqueStems
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,5 minutes,0.030000000000000,589,IF,59.44,59.15,22.09,7.46,4.70,8.08,5.07,3.85,0.09,3.29,0.07,3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,300.0,0.03,589.0,4,0.5233,26.0,3.0,8.67,3.0,6.0,7.0,10.0,5.0,3.0,6.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.34,1.0,2.0,0.0,0.0,0.0,1029.0,0.0,3332.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,0.0,4.0,13.0,2.0,88.0,4.175,7.0,0.07954545454545454
3RPY1MM09GJ0DPT9E5P5CCJTRTWMHE,15minutes,0.050000000000000,1,CC,54.78,56.92,21.83,8.31,5.15,7.38,4.50,9.23,0.18,5.09,0.15,3RPY1MM09GJ0DPT9E5P5CCJTRTWMHE,900.0,0.05,1.0,2,0.2226,4.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,17.0,0.0,13.0,10.0,4634.0,66.0,81466.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,38.0,2.0,1.0,2.0,76.0,17.0,1323.0,2.9458917835671343,6.0,0.0045351473922902496
3RRYB8LG3ZH82HFOZGL7ANT68BKKUX,5 minutes,0.100000000000000,1,CC,33.89,34.69,13.32,4.54,4.07,4.54,3.41,6.69,0.12,6.09,0.05,3RRYB8LG3ZH82HFOZGL7ANT68BKKUX,300.0,0.1,1.0,2,0.4268,22.0,2.0,7.33,7.0,2.0,3.0,20.0,4.0,4.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.8,10.0,0.0,0.0,12.0,7566.0,60.0,24605.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,12.0,2.0,0.0,4.0,76.0,40.0,1719.0,3.99275887038378,15.0,0.008726003490401396
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,7 days,0.100000000000000,20,CC,38.40,40.29,19.28,6.64,5.64,6.21,5.09,8.57,0.21,5.63,0.11,3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,604800.0,0.1,20.0,2,0.3649,29.0,3.0,9.67,15.0,11.0,11.0,4.0,7.0,5.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2388,0.9,0.0,0.0,1.0,0.0,1453.0,1.0,6572.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,1.0,0.0,3.0,18.0,5.0,229.0,3.65015479876161,0.0,0.0
3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,60 minutes,0.030000000000000,1391,IA,19.63,21.92,10.99,2.58,3.00,2.58,3.09,10.42,0.05,4.91,0.02,3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,3600.0,0.03,1391.0,3,0.3136,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,1.0,0.0,0.0,0.0,1610.0,14.0,5753.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,3.0,19.0,8.0,233.0,4.412969283276451,0.0,0.0
3S8DC08I2JZOJ6XAR5ADV2RBM80EJJ,3 minutes,0.040000000000000,1,CC,49.80,54.57,29.55,6.71,6.29,8.86,6.18,8.43,0.20,6.48,0.20,3S8DC08I2JZOJ6XAR5ADV2RBM80EJJ,180.0,0.04,1.0,2,0.1939,52.0,5.0,13.0,40.0,29.0,23.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.28,0.5084,1.0,0.0,0.0,0.0,5148.0,59.0,24248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,0.0,15.0,35.0,6.0,308.0,5.073089700996678,0.0,0.0
3SBA6YTBY276L0SZ55XU5R7VV8FOBP,3 minutes,0.200000000000000,64,IF,46.80,51.29,24.67,5.14,5.25,6.14,4.97,7.43,0.23,6.20,0.11,3SBA6YTBY276L0SZ55XU5R7VV8FOBP,180.0,0.2,64.0,4,0.3321,18.0,1.0,18.0,10.0,24.0,1.0,4.0,2.0,3.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.12,1.0,0.0,0.0,0.0,0.0,707.0,5.0,3904.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,3.0,70.0,3.638157894736842,3.0,0.04285714285714286
3SFRD5IA5Z34MMJO249XJPJMVUHFBF,60 minutes,0.100000000000000,1,IF,44.50,48.33,26.14,6.25,5.79,7.67,6.11,4.58,0.16,6.26,0.08,3SFRD5IA5Z34MMJO249XJPJMVUHFBF,3600.0,0.1,1.0,4,0.4782,89.0,3.0,29.67,12.0,49.0,10.0,3.0,22.0,2.0,7.0,5.0,38.0,18.0,0.0,0.0,0.0,0.0,0.2604,0.82,1.0,1.0,0.0,0.0,1.0,2141.0,35.0,13762.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,36.0,11.0,301.0,3.628440366972477,16.0,0.053156146179401995
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,5 minutes,0.040000000000000,1618,CC,43.00,47.21,24.16,5.43,5.40,5.79,5.44,6.64,0.41,5.87,0.64,3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,300.0,0.04,1618.0,2,0.3666,58.0,3.0,19.33,19.0,12.0,20.0,24.0,8.0,9.0,17.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.16,0.5,0.9856,1.0,0.0,0.0,0.0,1640.0,17.0,6183.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,8.0,22.0,7.0,217.0,4.438538205980066,6.0,0.027649769585253458
3SI493PTSWP6VJGGSL9VZHEJP2GDZ2,60 seconds,0.020000000000000,19,IF,34.50,35.50,18.05,2.83,3.27,2.08,1.98,6.67,0.12,5.21,0.10,3SI493PTSWP6VJGGSL9VZHEJP2GDZ2,60.0,0.02,19.0,4,0.442,7.0,3.0,3.5,0.0,1.0,4.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,2.0,0.0,0.0,0.0,473.0,0.0,1744.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,61.0,3.87,3.0,0.04918032786885246
3SIEQXXS6F7PLDK653FBMIWP0ADQ4C,60 Minutes,0.200000000000000,273,IF,40.40,42.79,18.21,2.86,3.51,4.29,3.54,11.07,0.21,4.55,0.12,3SIEQXXS6F7PLDK653FBMIWP0ADQ4C,3600.0,0.2,273.0,4,0.3188,19.0,1.0,19.0,12.0,24.0,4.0,3.0,3.0,3.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.12,1.0,0.0,0.0,0.0,0.0,704.0,5.0,3901.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,3.0,70.0,3.6490066225165565,1.0,0.014285714285714285
3SJ1BZ9YMZFJKL9JAYIH6SXUEFF7N6,60 minutes,0.050000000000000,18,IA,18.40,19.29,13.31,1.79,3.47,1.43,3.20,11.07,0.04,6.99,0.01,3SJ1BZ9YMZFJKL9JAYIH6SXUEFF7N6,3600.0,0.05,18.0,3,0.7553,8.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.0,0.0,0.0,0.0,1824.0,7.0,5660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,24.0,11.0,230.0,4.66358024691358,6.0,0.02608695652173913
3T1550FWLKIS93DC7DPTY5M29UHWXP,60minutes,0.100000000000000,1906,IF,44.10,44.86,17.85,4.21,4.59,3.57,3.72,6.64,0.20,5.56,0.16,3T1550FWLKIS93DC7DPTY5M29UHWXP,3600.0,0.1,1906.0,4,0.4624,24.0,5.0,6.0,7.0,3.0,10.0,5.0,8.0,3.0,2.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2356,1.0,1.0,0.0,6.0,0.0,1344.0,4.0,4289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,19.0,10.0,178.0,3.822463768115942,1.0,0.0056179775280898875
3T6HLR4BXW5RX3QYFIC2AVGBFN389Y,60 minutes,0.050000000000000,1,SV,33.67,34.92,24.66,4.15,5.10,3.62,4.44,8.69,0.15,6.51,0.14,3T6HLR4BXW5RX3QYFIC2AVGBFN389Y,3600.0,0.05,1.0,1,0.3999,74.0,3.0,18.5,14.0,6.0,8.0,19.0,38.0,26.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.224,0.4808,0.9088,0.0,0.0,1.0,0.0,1558.0,23.0,5487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,10.0,23.0,20.0,222.0,3.6149253731343283,14.0,0.06306306306306306
3T6HLR4BXW65EY3SGXC7I8IJLZ589G,2hours,0.030000000000000,136,CC,48.22,51.85,29.45,5.08,5.72,5.38,5.56,4.00,0.37,4.16,0.68,3T6HLR4BXW65EY3SGXC7I8IJLZ589G,7200.0,0.03,136.0,2,0.3568,30.0,2.0,15.0,9.0,20.0,10.0,9.0,3.0,7.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2264,0.86,3.0,0.0,1.0,2.0,7050.0,70.0,126605.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,1.0,0.0,36.0,36.0,20.0,709.0,3.310344827586207,2.0,0.0028208744710860366
3T6HLR4BXW65EY3SGXC7I8ILF1889L,60minutes,0.050000000000000,215,CC,44.25,43.00,19.36,6.33,4.98,7.58,6.04,6.42,0.40,6.30,0.66,3T6HLR4BXW65EY3SGXC7I8ILF1889L,3600.0,0.05,215.0,2,0.2512,25.0,2.0,8.33,25.0,9.0,9.0,9.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.108,1.0,20.0,0.0,0.0,17.0,7556.0,205.0,65152.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,33.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,16.0,36.0,0.0,0.0,40.0,108.0,54.0,1879.0,3.1723285978999383,0.0,0.0
3TCGLRK8ZGNA4CQP60QJDQBQH1MZQ6,60 minutes,0.600000000000000,3,VV,48.14,54.91,27.28,9.73,3.52,8.91,5.47,7.18,0.80,5.36,0.73,3TCGLRK8ZGNA4CQP60QJDQBQH1MZQ6,3600.0,0.6,3.0,5,0.2608,57.0,4.0,11.4,38.0,30.0,14.0,22.0,15.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.4,0.7616,12.0,0.0,2.0,2.0,6102.0,112.0,252474.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,1.0,63.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,5.0,1.0,39.0,9.0,0.0,25.0,71.0,34.0,987.0,2.9242424242424243,196.0,0.19858156028368795
3TFUINTXMP1P2TVK22ZNBIA74UYT95,60 minutes,0.050000000000000,294,CC,57.88,56.83,20.41,9.17,5.47,10.25,4.96,2.83,0.33,2.72,0.29,3TFUINTXMP1P2TVK22ZNBIA74UYT95,3600.0,0.05,294.0,2,0.2611,47.0,3.0,15.67,28.0,18.0,12.0,22.0,12.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0312,0.32,0.82,37.0,0.0,3.0,0.0,5549.0,65.0,42423.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,1.0,51.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,3.0,9.0,1.0,0.0,14.0,84.0,9.0,2077.0,2.8145519077196095,6.0,0.002888781896966779
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,10 minutes,0.070000000000000,753,SV,14.60,16.71,13.99,1.00,1.30,1.00,1.52,11.36,0.10,5.92,0.09,3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,600.0,0.07,753.0,1,0.4857,41.0,2.0,20.5,23.0,3.0,2.0,1.0,1.0,10.0,13.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.54,1.0,0.0,0.0,1.0,0.0,546.0,11.0,3341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,69.0,3.782608695652174,0.0,0.0
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,60minutes,0.050000000000000,21,CC,39.75,45.67,26.69,5.75,5.77,3.50,3.50,4.58,0.29,5.26,0.31,3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,3600.0,0.05,21.0,2,0.2363,4.0,1.0,4.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7708,28.0,0.0,0.0,25.0,8448.0,241.0,96733.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,37.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,15.0,24.0,40.0,0.0,0.0,48.0,112.0,53.0,1075.0,2.830376940133038,0.0,0.0
3TJJ8HSJWJ7V3WKXYD3KKOVHU4N28W,60 minutes,0.020000000000000,20,IA,39.09,41.73,14.78,4.67,3.74,3.60,3.22,10.33,0.12,5.83,0.16,3TJJ8HSJWJ7V3WKXYD3KKOVHU4N28W,3600.0,0.02,20.0,3,0.27,65.0,4.0,16.25,45.0,31.0,13.0,16.0,12.0,9.0,10.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1288,0.4308,0.9504,0.0,0.0,0.0,0.0,4781.0,83.0,22134.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,35.0,67.0,14.0,556.0,3.452528837622005,68.0,0.1223021582733813
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,60 minutes,0.100000000000000,40,SV,35.67,35.62,17.63,4.31,3.33,3.00,3.34,8.85,0.31,3.93,0.20,3TO8OQV8RRE8TSS50K77OY4BTUOOLO,3600.0,0.1,40.0,1,0.2796,72.0,6.0,14.6,48.0,36.0,12.0,24.0,29.0,0.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.1672,0.44,1.0,0.0,0.0,0.0,0.0,3509.0,11.0,18942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,96.0,0.0,0.0,30.0,31.0,9.0,382.0,4.46875,24.0,0.06282722513089005
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,5 minutes,0.000000000000000,1,CA,54.00,55.55,29.14,9.00,6.90,8.36,6.20,5.73,1.45,7.02,1.40,3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,300.0,0.0,1.0,6,0.39,115.0,4.0,28.75,27.0,24.0,35.0,34.0,52.0,28.0,10.0,13.0,1.0,9.0,0.0,0.0,0.0,0.0,0.46,0.6,0.94,0.0,0.0,0.0,0.0,2715.0,4.0,4860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,1.0,0.0,1.0,25.0,7.0,435.0,4.220502901353965,12.0,0.027586206896551724
3TYSWKZBELVFE846EGCGPUMG5XR7G5,7 days,0.030000000000000,3880,IA,30.50,31.36,19.08,4.36,3.91,3.93,3.81,12.07,0.07,6.64,0.07,3TYSWKZBELVFE846EGCGPUMG5XR7G5,604800.0,0.03,3880.0,3,0.6142,145.0,5.0,36.25,2.0,7.0,4.0,2.0,12.0,5.0,117.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.66,0.7,0.84,0.0,0.0,0.0,0.0,1076.0,0.0,3348.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,8.0,174.0,3.9363636363636365,35.0,0.20114942528735633
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,60 minutes,0.070000000000000,244,CC,64.11,64.69,26.95,8.23,4.48,7.23,4.66,7.77,0.38,4.97,0.23,3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,3600.0,0.07,244.0,2,0.4895,132.0,15.0,14.89,20.0,30.0,18.0,15.0,30.0,44.0,27.0,39.0,15.0,4.0,0.0,0.0,0.0,0.0,0.5456,0.78,1.0,0.0,0.0,0.0,0.0,1810.0,10.0,6561.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,1.0,33.0,0.0,1.0,3.0,18.0,26.0,197.0,4.484848484848484,0.0,0.0
3U2H1DGWOPTCKLUQYVRKVZHY3Q4F4G,2 days,0.040000000000000,335,CC,44.00,45.20,21.46,8.60,6.95,6.60,4.70,7.33,0.25,6.44,0.29,3U2H1DGWOPTCKLUQYVRKVZHY3Q4F4G,172800.0,0.04,335.0,2,0.3551,18.0,1.0,18.0,5.0,3.0,3.0,3.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,1364.0,16.0,5113.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,20.0,6.0,175.0,3.9392857142857145,12.0,0.06857142857142857
3U47UEJKWC6S8AEVXI8SUW72VHPLB6,2 hours,2.800000000000000,1,VV,83.43,82.56,22.46,14.00,3.28,13.89,2.93,6.67,2.73,5.20,1.12,3U47UEJKWC6S8AEVXI8SUW72VHPLB6,7200.0,2.8,1.0,5,0.453,24.0,3.0,8.0,9.0,2.0,5.0,8.0,3.0,7.0,4.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.128,1.0,73.0,0.0,1.0,3.0,13443.0,338.0,104068.0,0.0,0.0,0.0,3.0,0.0,19.0,13.0,6.0,36.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,53.0,9.0,35.0,0.0,1.0,29.0,138.0,65.0,996.0,3.249544626593807,2.0,0.002008032128514056
3U47UEJKWC7M32113CRLFBCBUKFBLV,60 minutes,0.050000000000000,22,IF,30.22,31.54,15.19,3.15,2.88,2.85,3.16,6.38,0.11,5.68,0.07,3U47UEJKWC7M32113CRLFBCBUKFBLV,3600.0,0.05,22.0,4,0.4565,18.0,2.0,9.0,9.0,3.0,10.0,0.0,4.0,1.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,1.0,0.0,0.0,0.0,703.0,10.0,3249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,66.0,3.509433962264151,3.0,0.045454545454545456
3U47UEJKWC8E1D3WG0VTNM1UKCYBLF,3 minutes,0.010000000000000,139,IA,23.43,27.00,16.95,3.36,4.43,1.18,1.33,11.18,0.06,6.54,0.03,3U47UEJKWC8E1D3WG0VTNM1UKCYBLF,180.0,0.01,139.0,3,0.4797,43.0,2.0,21.5,7.0,17.0,8.0,6.0,7.0,13.0,6.0,8.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.54,1.0,1.0,0.0,0.0,0.0,1998.0,14.0,5666.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,31.0,7.0,287.0,4.703170028818444,6.0,0.020905923344947737
