imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,OverallEffort_trimmedMean30,OverallEffort_HubersMEstimatora,OverallEffort_TukeysBiweightb,OverallEffort_HampelsMEstimatorc,OverallEffort_AndrewsWaved,OverallEffort_mean,OverallEffort_median,OverallEffort_sd,OverallEffort_mean_byExperts,OverallEffort_median_byExperts,OverallEffort_sd_byExperts,z_score_weighting,COMPLEX_mean,COMPLEX_median,COMPLEX_sd,Intresting_mean,Intresting_median,Intresting_sd,DIFFICULT_mean,DIFFICULT_median,DIFFICULT_sd,PAYMENT_mean,PAYMENT_median,PAYMENT_sd,imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,threshold,windows greater than threshold,largest connected window (no. of windows),The average size of connected regions,histogram_0,histogram_1,histogram_2,histogram_3,histogram_4,histogram_5,histogram_6,histogram_7,histogram_8,histogram_9,histogram_10,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less",Type,a.count,a.innerHref(#),bonus,button,characters,div,fileSize,header.h1,header.h2,header.h3,header.h4,header.h5,img.count,img.over100px,img.under100px,input.count,input.required,input.type.button,input.type.checkbox,input.type.color,input.type.date,input.type.datetime,input.type.datetime-local,input.type.email,input.type.file,input.type.hidden,input.type.image,input.type.month,input.type.number,input.type.password,input.type.radio,input.type.range,input.type.reset,input.type.search,input.type.submit,input.type.tel,input.type.text,input.type.text.readonly,input.type.time,input.type.url,input.type.week,p,selection,span,textarea.count,video,z_sum_inputs,Sentences,Subclauses,Words,AvgWordLength,numUniqueStems,avgUniqueStems
3LE9INWSFWFC7U06C7E8H83VJHH0ML,2 minutes,0.08,1,23.3,22.67055763,21.12459009,23.33840442,20.91922955,25.64,20,15.82,25.62,20,16.47,1.522998613043008,1.93,1.5,2.2,13.57,15,6.76,1.64,0.5,2.34,1.17,0.05,3.31,3LE9INWSFWFC7U06C7E8H83VJHH0ML,120.0,0.08,1.0,0.3967,26.0,4.0,8.67,18.0,6.0,2.0,7.0,5.0,7.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.16,1.0,1,0.0,0.0,0.0,0.0,150.0,8.0,2401.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,16.0,3.236842105263158,8.0,0.5
3LJE53CC7VYWE1O3MIQ180XM33HESQ,60 minutes,0.02,3253,37.9,36.7879355,34.79396088,36.27667992,34.8208532,41.36,38,24.07,41.1,38,26.52,1.4346740341550368,5.07,3.5,5.08,7.07,6.5,6.22,4.07,2,4.7,1.17,0.05,3.31,3LJE53CC7VYWE1O3MIQ180XM33HESQ,3600.0,0.02,3253.0,0.3036,22.0,1.0,22.0,18.0,8.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.094,1.0,3,1.0,0.0,0.0,0.0,1841.0,7.0,6971.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,21.0,22.0,10.0,233.0,4.079889807162535,10.0,0.04291845493562232
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,20 minutes,0.09,46,49.36363636,48.46244506,48.96428601,49.7597818,48.98386191,51.27,45,21.61,48.75,41,25.9,1.6037656576810055,8.67,8,5.77,5.47,3,5.74,8.4,6,6.09,0.19,0.15,0.13,3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,1200.0,0.09,46.0,0.5739,103.0,6.0,17.17,20.0,23.0,8.0,21.0,24.0,9.0,23.0,14.0,15.0,50.0,0.0,0.0,0.0,0.0,0.66,1.0,1.0,3,2.0,0.0,0.0,0.0,5985.0,3.0,13475.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,23.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,9.0,75.0,59.0,983.0,3.89253486464315,0.0,0.0
3LV0310AAZ0POAIRABRDV0CJ4TWKD9,15 minutes,0.05,1,32.3,31.5776465,29.98342905,30.59789524,29.98323665,37.29,31.5,21.95,38.17,31.5,23.59,1.2108874097176194,2.93,2,2.67,6.86,6,5.68,4,3,3.46,0.09,0.1,0.04,3LV0310AAZ0POAIRABRDV0CJ4TWKD9,900.0,0.05,1.0,0.5012,23.0,3.0,11.5,1.0,11.0,4.0,4.0,7.0,9.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.21,1.0,4,3.0,0.0,0.0,0.0,935.0,10.0,3702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,12.0,7.0,113.0,3.904040404040404,3.0,0.02654867256637168
3LV0310AAZ5BVL06B1AU1YGZUNKDKM,45 minutes,0,1,50.4,50.37463642,50.50371652,50.78701028,50.50712067,51.36,50,24.72,51.36,50,24.72,1.6613662188340101,5.36,4,4.38,7.43,6.5,5.75,4.71,5,3.99,1.08,1.2,0.62,3LV0310AAZ5BVL06B1AU1YGZUNKDKM,2700.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,19921.0,35.0,93511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,172.0,338.0,43.0,2780.0,3.438758389261745,74.0,0.026618705035971222
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,60 minutes,0.4,4,16.1,14.98747975,13.04805749,14.11504382,12.93631825,20.86,14,21.57,20.86,14,21.57,1.3938576826320894,0.93,0,1.69,12.14,10,5.59,0.57,0,1.65,0.25,0.2,0.19,3LV0310AAZ7UO39UCWLZNYY1B3BDKS,3600.0,0.4,4.0,0.505,37.0,2.0,18.5,19.0,6.0,6.0,5.0,12.0,3.0,1.0,1.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1,0.0,0.0,0.0,0.0,793.0,10.0,4803.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,4.0,9.0,4.0,103.0,3.3626943005181347,0.0,0.0
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,15minutes,0.03,1200,28.72727273,28.72380718,28.84741463,29.26001903,28.86585831,30.67,27,14.74,32.18,27,15.8,1.3984197281314779,3.53,3,3.07,8.53,10,4.88,2.2,2,1.74,0.1,0.1,0.06,3LV0310AB0FIJI1LDLADGNAZ3BMKDF,900.0,0.03,1200.0,0.4382,123.0,7.0,20.67,46.0,27.0,22.0,12.0,16.0,27.0,21.0,39.0,14.0,9.0,0.0,0.0,0.0,0.0,0.5296,0.74,1.0,3,0.0,0.0,0.0,0.0,1672.0,5.0,6625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,7.0,0.0,0.0,0.0,18.0,12.0,233.0,4.248466257668712,3.0,0.012875536480686695
3M35MA94IX9MX6PXAQCG5JTOJ1HNO3,60 minutes,0.03,10,47,46.28642609,45.91063635,47.50910022,45.90214291,49.13,44,18.38,50.88,41,20.77,1.3357404760851346,8.47,10,6.23,7.87,7,5.6,6.33,4,5.43,2.23,0.16,6.25,3M35MA94IX9MX6PXAQCG5JTOJ1HNO3,3600.0,0.03,10.0,0.451,136.0,23.0,15.56,21.0,37.0,14.0,21.0,33.0,39.0,36.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0,0.5652,0.7,0.96,3,1.0,0.0,0.0,0.0,4659.0,4.0,10172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,6.0,39.0,19.0,667.0,4.895424836601308,68.0,0.10194902548725637
3M6KHLIXGO95W4HFFOS373KMUDHIRT,60 minutes,0.5,2,59.36363636,58.92349461,58.83055354,59.44411046,58.80413986,60.2,59,24.7,55,55,16.04,1.4727495679422806,7.47,10,4.5,3.53,2,3.58,7.73,10,4.45,0.84,0.63,0.66,3M6KHLIXGO95W4HFFOS373KMUDHIRT,3600.0,0.5,2.0,0.2739,24.0,1.0,24.0,13.0,34.0,10.0,5.0,0.0,7.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.19,0.98,1,0.0,0.0,0.0,0.0,1039.0,10.0,7034.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,3.0,1.0,0.0,1.0,7.0,1.0,94.0,4.0,34.0,0.3617021276595745
3ME56J5KH09H8MTADW07EI1HZMYC6P,5 minutes,0.01,5,62.36363636,62.10855716,62.86866211,63.13142932,62.87816973,64.27,57,22.11,74,76.5,13.49,1.7412490066848318,8,10,5.48,5.4,4,5.01,9.4,10,6.23,0.45,0.4,0.26,3ME56J5KH09H8MTADW07EI1HZMYC6P,300.0,0.01,5.0,0.0826,3.0,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,2,2.0,0.0,0.0,0.0,1507.0,10.0,5948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,25.0,2.0,203.0,4.347517730496454,2.0,0.009852216748768473
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,30 minutes,0.03,133,34.09090909,33.9930395,34.09597565,34.00499455,34.09486041,33.73,37,13.06,31.55,36,11.48,1.7212919427064062,3.53,3,3.23,9.4,10,5.6,3.53,3,3.38,0.12,0.13,0.05,3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,1800.0,0.03,133.0,0.4236,7.0,1.0,7.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,2,0.0,0.0,0.0,0.0,328.0,11.0,2627.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,31.0,3.3421052631578947,0.0,0.0
3MK14RC5NS9WDGLCZVLGWCZQJ24T6G,45 minutes,0.01,355,24,23.90484911,23.86009483,24.08912577,23.86810883,24.79,25.5,11.7,21.82,20,10.03,0.4544497667693319,1.36,0,2.13,5.64,2,7.03,1.57,0.5,2.5,0.09,0.03,0.11,3MK14RC5NS9WDGLCZVLGWCZQJ24T6G,2700.0,0.01,355.0,0.2105,48.0,3.0,16.0,29.0,40.0,20.0,15.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.2392,0.7336,2,6.0,0.0,0.0,2.0,10612.0,202.0,53282.0,0.0,0.0,1.0,5.0,0.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,48.0,11.0,0.0,11.0,219.0,37.0,1339.0,4.835894283958205,0.0,0.0
3MK14RC5NS9WDGLCZVLGWCZQJ2BT6N,45 minutes,0.02,17912,35.63636364,35.67379809,34.57382604,35.57364147,34.52498218,36.53,37,18.51,28.44,30,14.33,1.3983187356558624,3.73,1,5.6,6.13,3,6.31,3.8,2,4.26,0.16,0.09,0.15,3MK14RC5NS9WDGLCZVLGWCZQJ2BT6N,2700.0,0.02,17912.0,0.2702,22.0,1.0,22.0,8.0,7.0,24.0,7.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.7184,2,39.0,0.0,3.0,0.0,5634.0,58.0,40096.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,12.0,1.0,0.0,11.0,77.0,8.0,2311.0,2.760869565217391,0.0,0.0
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,15 minutes,0.15,92,34.72727273,33.7566009,32.29883955,34.10981402,32.27934511,36.93,34,18.71,32,34,14.52,1.5820325250464127,5,3,5.18,10.6,14,6.31,3.67,1,5.11,0.12,0.13,0.05,32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,900.0,0.15,92.0,0.3646,128.0,7.0,19.0,37.0,22.0,16.0,17.0,57.0,38.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456,0.558,0.8,2,2.0,0.0,0.0,0.0,3902.0,8.0,8269.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,2.0,0.0,3.0,51.0,30.0,486.0,4.244594594594594,10.0,0.0205761316872428
3MNYFQMXON9G1T2C2HOQSK4JSIPY01,7 days,0.06,3,31.3,31.68502217,32.61904911,31.34183146,32.71719619,29.86,33.5,9.69,30.89,31,6.72,1.1260676492990769,3.14,2,3.18,10.36,11,6.55,3.14,2.5,2.93,0.11,0.07,0.1,3MNYFQMXON9G1T2C2HOQSK4JSIPY01,604800.0,0.06,3.0,0.705,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,3,1.0,0.0,0.0,0.0,579.0,12.0,6785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,3.0,82.0,3.4135338345864663,2.0,0.024390243902439025
3MQJWSYXNGSYPF0J90X7JRB4GS9O5U,8 hours 11 minutes,29.5,1,100.9,101.0119141,101.0542546,100.5015336,101.0403927,99.71,101.5,24.34,102.4,102,10.45,1.444513686323573,13.71,14,4.25,6,6.5,5.14,14.21,14.5,4.77,32.46,35,18.29,3MQJWSYXNGSYPF0J90X7JRB4GS9O5U,29460.0,29.5,1.0,0.2885,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2,55.0,0.0,1.0,2.0,12030.0,418.0,109589.0,0.0,1.0,0.0,3.0,0.0,13.0,7.0,6.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,49.0,14.0,34.0,1.0,0.0,33.0,102.0,67.0,995.0,3.26578073089701,2.0,0.0020100502512562816
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,2 hours,0.8,1703,70.36363636,71.32385285,69.69008777,70.61523642,69.65046233,71.8,73,20.61,82.75,74.5,17.56,1.5732808459392986,10.93,11,4.32,9.8,11,5.97,11.27,10,4.7,1.08,0.8,0.97,3MQJWSYXOHGDXJ3GAF96UH2KF625OC,7200.0,0.8,1703.0,0.4884,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4884,2,0.0,0.0,0.0,3.0,310.0,25.0,3203.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,37.0,2.1404958677685952,0.0,0.0
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,10 minutes,0.07,616,42.55555556,42.17657581,40.23760754,40.65542411,40.17161225,46.85,39,24.81,38,38.5,15.07,1.217538185705685,6.77,7,6.33,4.31,3,4.92,7,8,5.9,0.35,0.2,0.35,3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,600.0,0.07,616.0,0.4415,7.0,1.0,7.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0,0.0,0.0,0.0,1226.0,12.0,5026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,16.0,9.0,164.0,4.444444444444445,3.0,0.018292682926829267
3NAD71TD8V1W7T0ET8V40F6WWDIL2U,60 minutes,0.06,2503,44.3,44.24879372,45.18719756,44.54539562,45.21617418,43.57,43,17.1,44.29,38,16.95,0.9702734349504472,8.64,8,4.43,8,10,5.91,7.57,8.5,4.67,0.27,0.2,0.23,3NAD71TD8V1W7T0ET8V40F6WWDIL2U,3600.0,0.06,2503.0,0.4797,134.0,9.0,19.29,35.0,38.0,37.0,11.0,23.0,27.0,22.0,28.0,21.0,28.0,0.0,0.0,0.0,0.0,0.624,0.86,1.0,2,0.0,0.0,0.0,0.0,1725.0,13.0,8325.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.517460317460317,0.0,0.0
3NCF7G1XJIORLK6VK0UD85LOJVCNAC,15minutes,0.02,26,60.55555556,60.47335096,58.99805591,60.46979419,58.83794478,63.08,59,20.52,69.57,72,24.72,0.12554143148969743,11.38,12,4.59,9.23,10,5.46,9.31,10,5.34,0.44,0.33,0.46,3NCF7G1XJIORLK6VK0UD85LOJVCNAC,900.0,0.02,26.0,0.4713,71.0,8.0,14.4,22.0,13.0,18.0,10.0,21.0,17.0,16.0,2.0,15.0,16.0,0.0,0.0,0.0,0.0,0.344,0.7,1.0,2,13.0,0.0,13.0,8.0,3612.0,61.0,84545.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,33.0,2.0,1.0,2.0,64.0,12.0,1105.0,2.7452711223203026,0.0,0.0
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,10 minutes,0.02,1403,32.5,30.86953998,29.52670388,29.79261357,29.52197404,36.14,29.5,23.9,41.11,30,25.63,0.9440632954714825,4.21,2,4.49,7.79,9.5,5.07,4.5,2.5,4.78,0.12,0.07,0.15,32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,600.0,0.02,1403.0,0.5204,60.0,4.0,12.0,15.0,11.0,4.0,6.0,14.0,14.0,14.0,5.0,7.0,20.0,0.0,0.0,0.0,0.0,0.1056,0.66,1.0,2,2.0,0.0,0.0,0.0,599.0,0.0,2497.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,7.0,5.0,98.0,3.6090225563909772,3.0,0.030612244897959183
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP,30 Minutes,0.04,86,54.27272727,54.41196199,54.50265934,55.21880945,54.51448972,56.4,55,22.15,61.14,59,26.47,1.7220080391140482,8.33,7,5.49,6.47,5,6.2,9.93,10,4.42,0.22,0.23,0.14,3NCF7G1XKJPJCCJPOHEQSUA1GNWANP,1800.0,0.04,86.0,0.0352,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,3,1.0,0.0,0.0,0.0,4368.0,43.0,38194.0,0.0,0.0,25.0,1.0,0.0,62.0,43.0,1.0,74.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,36.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,36.0,55.0,28.0,454.0,2.4397306397306395,0.0,0.0
3NE6EBGK47BU93BYGGU8IB2LO7NE35,2 hours,2,1,62.4,62.48827804,62.897547,62.92888982,62.91003902,64,64.5,23.52,61.2,57.5,25.48,0.970270331572844,8.07,7.5,4.91,13.71,15,5.89,8.07,7.5,5.25,1.66,2,0.86,3NE6EBGK47BU93BYGGU8IB2LO7NE35,7200.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,5.0,2947.0,17.0,12105.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,50.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,0.0,19.0,39.0,8.0,300.0,3.4662251655629137,5.0,0.016666666666666666
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,5 hours,0.3,1,42.09090909,41.08477096,39.91350066,41.63613643,39.75680501,43.93,39,19.29,45.44,40,17.72,1.511825446941462,5.53,5,4.03,8.47,9,5.84,4,2,3.95,0.55,0.5,0.3,3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,18000.0,0.3,1.0,0.5178,60.0,5.0,12.0,30.0,7.0,4.0,17.0,16.0,7.0,8.0,2.0,3.0,40.0,0.0,0.0,0.0,0.0,0.29,0.92,1.0,6,1.0,0.0,0.0,0.0,1336.0,4.0,3932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,1.0,0.0,2.0,16.0,6.0,177.0,3.745644599303136,5.0,0.02824858757062147
3NXBKB5598TPF5MRSRS8QPZELKSL9C,5 days,0.15,14,49.1,48.17432441,46.88075979,48.00872913,46.88874337,51.14,48.5,17.4,50.14,50,10.88,1.4414322246005198,8.14,7,5.17,7.64,8,5.11,6.21,4.5,4.61,0.34,0.25,0.27,3NXBKB5598TPF5MRSRS8QPZELKSL9C,432000.0,0.15,14.0,0.3831,74.0,8.0,12.5,12.0,17.0,9.0,24.0,28.0,29.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.296,0.5184,0.88,3,20.0,0.0,0.0,0.0,12628.0,97.0,33249.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,1.0,174.0,119.0,1670.0,4.56158940397351,23.0,0.013772455089820359
3O73QR1UY8O4VXGQ4UMU1W2GKGC94O,60 minutes,0.05,2,40.09090909,36.92382686,33.84501478,37.00276171,33.89647732,42.6,38,24.88,39.43,28,22.99,1.6006797796976913,3.6,2,4.91,4.07,1,5.81,2.67,2,3.27,0.34,0.25,0.42,3O73QR1UY8O4VXGQ4UMU1W2GKGC94O,3600.0,0.05,2.0,0.2194,11.0,3.0,5.5,8.0,5.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6552,5,16.0,0.0,0.0,13.0,10160.0,193.0,79391.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,31.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,18.0,22.0,0.0,0.0,42.0,118.0,55.0,2705.0,3.163350785340314,0.0,0.0
