imageID, Answer.Q_ABILITY, Answer.Q_COMPLEX, Answer.Q_DIFFICULT, Answer.Q_Intresting, Answer.Q_OverallEffort, Answer.Q_TAKE
3EGCY5R6XYZQLTGPWNN8D6V7K3JYA2,0,20,20,10,135,0
3EGCY5R6XYZQLTGPWNN8D6V7K3JYA2,0,20,20,0,150,0
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,1,8,12,4,41,1
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,1,4,0,6,38,4
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,1,4,1,0,41,1
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,1,0,0,0,7,0
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,1,4,4,5,40,17
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,1,2,0,2,27,10
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,1,3,3,4,45,6
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,1,9,8,6,52,2
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,1,4,4,5,41,3
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,1,11,8,16,46,20
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,1,4,2,15,39,18
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,1,2,6,8,17,17
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,1,0,0,13,9,20
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,1,1,1,3,14,0
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,1,2,0,0,55,20
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,1,2,1,18,18,20
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,1,4,2,4,18,14
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,1,2,17,6,37,19
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,1,0,0,16,30,20
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,1,3,3,10,26,16
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,1,4,4,2,39,2
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,1,2,5,12,38,14
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,1,0,0,0,2,2
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,1,2,2,4,24,17
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,1,0,0,0,16,0
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,1,0,0,2,11,5
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,1,1,1,1,53,0
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,1,0,0,4,16,20
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,1,0,0,2,30,8
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,1,10,10,16,50,18
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,1,10,8,2,91,0
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,1,4,4,10,21,10
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,1,0,0,2,18,2
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,1,4,6,14,38,4
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,1,5,6,6,27,12
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,1,12,10,10,51,6
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,1,10,10,14,37,12
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,1,5,10,15,26,11
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,1,13,10,7,39,4
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,1,4,6,6,43,10
3J06FGISLU272UJU8S9F5O38AK5K50,1,6,3,3,27,0
3J06FGISLU272UJU8S9F5O38AK5K50,1,-1,10,11,22,13
3J06FGISLU272UJU8S9F5O38AK5K50,1,9,3,12,41,12
3J06FGISLU272UJU8S9F5O38AK5K50,1,0,1,18,22,20
3J06FGISLU272UJU8S9F5O38AK5K50,1,8,12,13,69,15
3J06FGISLU272UJU8S9F5O38AK5K50,1,6,6,10,38,16
3J06FGISLU272UJU8S9F5O38AK5K50,1,1,6,15,50,14
3J06FGISLU272UJU8S9F5O38AK5K50,1,6,4,14,61,18
3J06FGISLU272UJU8S9F5O38AK5K50,1,8,6,15,38,11
3J06FGISLU272UJU8S9F5O38AK5K50,1,10,10,11,30,14
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,1,4,4,10,37,10
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,1,1,4,12,22,19
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,1,16,14,10,76,6
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,1,5,1,12,91,15
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,1,0,0,14,36,20
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,1,15,15,4,63,2
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,1,1,2,12,37,1
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,1,10,2,14,32,18
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,0,2,2,12,29,19
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,1,8,10,6,29,4
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,1,10,6,9,88,8
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,1,4,1,3,40,1
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,1,9,9,14,90,19
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,1,12,12,8,109,1
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,1,11,13,5,68,5
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,1,12,10,10,68,8
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,1,16,12,4,99,2
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,1,10,10,10,56,10
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,0,5,2,0,36,0
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,1,2,10,18,140,20
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,1,2,4,7,29,15
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,1,0,3,6,23,4
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,1,0,0,20,3,20
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,1,2,2,19,19,18
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,1,0,0,15,14,20
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,1,7,3,1,86,0
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,1,0,0,1,7,3
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,1,0,0,1,20,4
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,1,3,3,0,25,0
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,1,2,4,14,52,12
3MXFP9RGE565SQ20JA2GC60T4U4B22,1,2,0,1,47,4
3MXFP9RGE565SQ20JA2GC60T4U4B22,1,15,16,0,91,2
3MXFP9RGE565SQ20JA2GC60T4U4B22,0,18,20,0,102,0
3MXFP9RGE565SQ20JA2GC60T4U4B22,1,10,10,2,36,1
3MXFP9RGE565SQ20JA2GC60T4U4B22,1,10,2,0,40,0
3MXFP9RGE565SQ20JA2GC60T4U4B22,1,13,4,0,71,0
3MXFP9RGE565SQ20JA2GC60T4U4B22,1,15,8,2,87,18
3MXFP9RGE565SQ20JA2GC60T4U4B22,0,0,0,0,12,0
3MXFP9RGE565SQ20JA2GC60T4U4B22,1,1,6,0,56,2
3MXFP9RGE565SQ20JA2GC60T4U4B22,1,12,8,0,131,0
3ZAK6NWIZ37QLEUJSP86OBIVCQQ9VS,1,7,6,13,39,16
3ZAK6NWIZ37QLEUJSP86OBIVCQQ9VS,1,0,0,19,1,20
3ZAK6NWIZ37QLEUJSP86OBIVCQQ9VS,1,6,2,16,11,15
3ZAK6NWIZ37QLEUJSP86OBIVCQQ9VS,1,0,0,20,10,20
3ZAK6NWIZ37QLEUJSP86OBIVCQQ9VS,0,0,0,10,1,0
3ZAK6NWIZ37QLEUJSP86OBIVCQQ9VS,1,0,0,0,1,20
3ZAK6NWIZ37QLEUJSP86OBIVCQQ9VS,1,1,1,1,39,2
3ZAK6NWIZ37QLEUJSP86OBIVCQQ9VS,1,0,0,20,10,20
3ZAK6NWIZ37QLEUJSP86OBIVCQQ9VS,0,0,0,11,3,0
3ZAK6NWIZ37QLEUJSP86OBIVCQQ9VS,0,-1,-1,-1,-1,-1
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,1,12,11,10,72,14
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,1,16,6,1,71,1
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,0,18,18,0,130,0
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,1,5,9,14,73,15
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,0,18,18,4,115,0
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,1,5,9,3,67,1
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,1,13,13,6,72,2
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,1,18,16,6,70,2
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,1,17,16,4,90,6
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,1,14,12,2,-1,1
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,1,11,4,15,59,15
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,1,6,1,14,38,14
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,1,1,4,12,23,14
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,1,4,4,16,49,20
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,1,1,0,15,15,19
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,1,0,0,20,19,20
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,1,2,0,16,14,18
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,1,3,0,4,26,10
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,1,11,9,6,41,9
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,1,15,15,16,71,10
3R7DCNC1NOV5HU26IA2C7R0658YUDF,1,-1,0,8,20,18
3R7DCNC1NOV5HU26IA2C7R0658YUDF,1,5,3,12,29,18
3R7DCNC1NOV5HU26IA2C7R0658YUDF,1,2,2,10,27,16
3R7DCNC1NOV5HU26IA2C7R0658YUDF,1,2,2,12,38,19
3R7DCNC1NOV5HU26IA2C7R0658YUDF,1,14,6,4,66,10
3R7DCNC1NOV5HU26IA2C7R0658YUDF,1,12,12,8,58,8
3R7DCNC1NOV5HU26IA2C7R0658YUDF,1,10,2,10,57,18
3R7DCNC1NOV5HU26IA2C7R0658YUDF,1,17,18,2,121,2
3R7DCNC1NOV5HU26IA2C7R0658YUDF,1,4,8,15,65,13
3R7DCNC1NOV5HU26IA2C7R0658YUDF,1,10,10,0,51,0
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,1,12,12,11,68,13
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,1,-1,-1,-1,-1,-1
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,1,8,6,6,24,6
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,1,13,12,3,57,2
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,1,12,12,1,45,0
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,1,0,0,20,37,20
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,1,8,6,4,37,1
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,1,6,6,13,38,0
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,1,-1,-1,-1,-1,-1
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,1,1,1,10,25,14
3YATNUOYWN28VJEWP8MVZLA65TU5R8,1,5,4,4,26,6
3YATNUOYWN28VJEWP8MVZLA65TU5R8,1,4,6,7,38,15
3YATNUOYWN28VJEWP8MVZLA65TU5R8,1,5,5,3,90,6
3YATNUOYWN28VJEWP8MVZLA65TU5R8,1,4,5,3,37,4
3YATNUOYWN28VJEWP8MVZLA65TU5R8,1,1,2,15,32,19
3YATNUOYWN28VJEWP8MVZLA65TU5R8,1,3,3,14,26,15
3YATNUOYWN28VJEWP8MVZLA65TU5R8,1,7,3,6,71,1
3YATNUOYWN28VJEWP8MVZLA65TU5R8,1,5,2,2,48,1
3YATNUOYWN28VJEWP8MVZLA65TU5R8,1,4,4,11,51,12
3YATNUOYWN28VJEWP8MVZLA65TU5R8,1,10,6,3,14,0
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,1,-1,-1,-1,-1,-1
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,1,2,8,6,39,12
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,1,3,3,6,14,17
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,1,4,8,4,42,6
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,1,12,10,6,36,0
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,1,6,5,2,38,1
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,1,3,5,6,36,1
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,1,5,7,1,27,1
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,1,4,4,4,31,10
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,1,0,0,10,2,10
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,0,20,20,10,150,0
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,1,2,2,18,26,18
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,0,0,0,0,27,0
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,1,4,11,2,89,0
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,1,2,4,4,19,9
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,0,20,20,2,150,0
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,1,1,2,0,29,1
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,0,20,20,20,113,0
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,0,19,19,1,87,1
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,1,0,1,0,27,0
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,1,0,1,4,36,4
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,1,5,7,12,40,7
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,1,2,3,17,14,17
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,1,10,12,10,52,20
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,1,8,10,0,37,1
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,1,9,5,3,50,2
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,1,12,12,0,67,0
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,1,17,14,1,72,1
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,1,16,15,1,100,2
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,1,4,1,15,26,19
378UBY8FQ61LFCJMHZWZTRZI59A8TB,1,6,4,8,38,2
378UBY8FQ61LFCJMHZWZTRZI59A8TB,1,14,10,10,57,2
378UBY8FQ61LFCJMHZWZTRZI59A8TB,1,9,9,6,40,13
378UBY8FQ61LFCJMHZWZTRZI59A8TB,1,2,1,8,44,9
378UBY8FQ61LFCJMHZWZTRZI59A8TB,1,2,3,1,38,1
378UBY8FQ61LFCJMHZWZTRZI59A8TB,1,12,10,2,57,1
378UBY8FQ61LFCJMHZWZTRZI59A8TB,1,6,4,9,63,10
378UBY8FQ61LFCJMHZWZTRZI59A8TB,1,6,8,10,52,8
378UBY8FQ61LFCJMHZWZTRZI59A8TB,1,0,0,20,14,20
378UBY8FQ61LFCJMHZWZTRZI59A8TB,1,0,0,6,3,11
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0,20,20,0,148,0
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0,20,20,8,83,0
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0,10,10,14,102,0
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0,20,20,10,149,0
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0,20,20,0,112,0
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0,20,20,0,145,0
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0,10,10,0,59,10
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0,20,20,2,40,0
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0,19,19,13,113,1
39393HGTI5QMIY6JHIT1M5IIGWJEOF,0,20,20,0,113,0
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC,1,0,0,2,87,0
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC,1,5,10,17,71,10
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC,1,14,14,7,110,6
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC,1,14,8,0,71,1
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC,1,18,17,6,84,12
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC,1,8,12,6,90,5
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC,1,10,4,10,49,10
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC,1,17,17,1,102,2
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC,1,-1,-1,-1,-1,-1
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC,1,10,8,20,51,20
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,1,9,0,8,31,4
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,1,8,3,6,85,3
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,1,2,2,18,29,19
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,1,0,1,19,19,19
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,1,12,12,8,110,8
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,1,1,1,2,14,10
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,1,17,15,11,73,13
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,1,1,5,4,65,0
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,1,19,17,4,74,0
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,1,10,8,16,60,13
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,1,-1,-1,-1,-1,-1
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,1,4,6,1,50,0
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,1,0,1,13,32,19
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,1,0,0,8,21,16
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,1,6,7,7,38,20
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,1,9,7,13,37,12
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,1,0,0,12,10,14
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,1,2,2,4,25,4
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,1,0,0,20,4,20
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,1,6,6,6,38,10
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,0,7,6,3,60,4
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,1,1,2,9,17,14
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,1,5,13,10,76,1
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,1,6,4,11,39,6
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,1,10,10,10,50,2
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,1,2,10,0,25,0
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,1,2,2,12,27,11
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,0,14,12,8,86,2
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,0,15,17,5,104,1
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,0,2,9,3,71,0
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,0,15,16,15,113,1
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,1,12,8,2,57,3
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,1,-1,-1,-1,-1,-1
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,1,13,11,9,102,6
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,1,0,0,5,27,10
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,0,6,0,0,55,0
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,1,13,15,3,44,2
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,1,8,9,0,56,0
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,1,16,17,0,102,0
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,1,12,4,4,56,6
3YR6VNT52416IC86SLGIIDTF4TWB78,1,6,6,6,112,13
3YR6VNT52416IC86SLGIIDTF4TWB78,1,-1,-1,-1,-1,-1
3YR6VNT52416IC86SLGIIDTF4TWB78,1,6,6,14,18,18
3YR6VNT52416IC86SLGIIDTF4TWB78,1,4,4,12,38,12
3YR6VNT52416IC86SLGIIDTF4TWB78,1,2,2,17,26,17
3YR6VNT52416IC86SLGIIDTF4TWB78,1,9,12,0,37,0
3YR6VNT52416IC86SLGIIDTF4TWB78,1,15,16,0,65,0
3YR6VNT52416IC86SLGIIDTF4TWB78,1,13,11,14,88,11
3YR6VNT52416IC86SLGIIDTF4TWB78,1,14,10,4,56,2
3YR6VNT52416IC86SLGIIDTF4TWB78,1,8,8,6,38,9
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,1,2,2,6,27,12
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,1,0,0,15,22,19
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,1,10,10,0,15,0
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,1,1,1,8,22,20
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,1,6,4,16,38,18
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,1,4,2,6,27,6
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,1,2,4,13,29,16
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,1,3,3,4,27,7
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,1,2,1,15,17,7
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,1,2,0,3,20,14
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,1,19,18,15,99,0
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,1,12,5,8,88,17
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,0,16,20,4,86,1
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,1,11,9,8,60,9
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,1,2,18,10,100,0
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,1,7,7,12,27,17
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,1,6,10,0,47,0
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,1,0,2,12,26,17
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,1,18,13,9,97,10
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,1,14,16,12,80,9
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,1,11,12,1,137,0
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,1,18,18,0,118,0
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,1,14,17,13,90,4
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,1,17,16,0,104,0
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,1,14,10,12,86,9
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,1,10,10,10,50,2
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,1,19,18,0,101,1
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,1,5,13,18,75,19
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,1,4,9,19,67,19
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,1,16,16,9,69,0
3Z1VWDJDMCXXDMC10K62ECWQF20F8X,1,3,3,18,9,20
3Z1VWDJDMCXXDMC10K62ECWQF20F8X,1,6,2,10,47,18
3Z1VWDJDMCXXDMC10K62ECWQF20F8X,1,2,3,5,15,18
3Z1VWDJDMCXXDMC10K62ECWQF20F8X,1,2,4,17,30,18
3Z1VWDJDMCXXDMC10K62ECWQF20F8X,1,10,10,20,38,20
3Z1VWDJDMCXXDMC10K62ECWQF20F8X,1,0,0,10,12,20
3Z1VWDJDMCXXDMC10K62ECWQF20F8X,1,4,2,18,41,18
3Z1VWDJDMCXXDMC10K62ECWQF20F8X,1,1,0,20,40,20
3Z1VWDJDMCXXDMC10K62ECWQF20F8X,1,1,2,9,38,16
3Z1VWDJDMCXXDMC10K62ECWQF20F8X,1,2,4,14,14,16
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,1,0,1,15,17,20
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,1,0,0,20,40,20
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,1,2,2,10,26,16
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,1,1,1,8,14,16
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,1,0,3,0,23,0
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,1,1,2,13,11,13
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,1,0,0,14,38,1
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,1,1,1,6,31,14
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,1,1,1,2,16,10
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,1,2,3,6,22,16
3YJAOW5N8OUDFKNJJE4VLVI0YDQNSK,0,10,10,1,39,0
3YJAOW5N8OUDFKNJJE4VLVI0YDQNSK,0,20,20,0,108,0
3YJAOW5N8OUDFKNJJE4VLVI0YDQNSK,0,20,20,0,113,0
3YJAOW5N8OUDFKNJJE4VLVI0YDQNSK,0,20,20,0,149,0
3YJAOW5N8OUDFKNJJE4VLVI0YDQNSK,0,20,20,0,142,0
3YJAOW5N8OUDFKNJJE4VLVI0YDQNSK,0,1,20,1,39,1
3YJAOW5N8OUDFKNJJE4VLVI0YDQNSK,0,17,20,4,90,0
3YJAOW5N8OUDFKNJJE4VLVI0YDQNSK,0,20,20,0,134,0
3YJAOW5N8OUDFKNJJE4VLVI0YDQNSK,0,18,20,10,99,0
3YJAOW5N8OUDFKNJJE4VLVI0YDQNSK,0,10,20,2,102,0
3ZSDUF3VXOXZ44ZW3SE86JT3CR623Z,1,9,10,3,58,1
3ZSDUF3VXOXZ44ZW3SE86JT3CR623Z,1,4,4,18,37,10
3ZSDUF3VXOXZ44ZW3SE86JT3CR623Z,1,0,16,0,54,2
3ZSDUF3VXOXZ44ZW3SE86JT3CR623Z,1,16,15,2,71,2
3ZSDUF3VXOXZ44ZW3SE86JT3CR623Z,1,2,2,12,28,16
3ZSDUF3VXOXZ44ZW3SE86JT3CR623Z,0,10,10,10,56,10
3ZSDUF3VXOXZ44ZW3SE86JT3CR623Z,1,13,13,11,71,10
3ZSDUF3VXOXZ44ZW3SE86JT3CR623Z,1,9,9,0,28,2
3ZSDUF3VXOXZ44ZW3SE86JT3CR623Z,1,4,10,3,57,3
3ZSDUF3VXOXZ44ZW3SE86JT3CR623Z,1,9,5,18,38,17
