imageID,WorkerId,Input.timeAlloted,Input.reward,Input.hitsAvailable,Answer.Q_ABILITY,Answer.Q_COMPLEX,Answer.Q_DIFFICULT,Answer.Q_FREQUENCY,Answer.Q_Frustration,Answer.Q_Intresting,Answer.Q_OverallEffort,Answer.Q_Performance,Answer.Q_TAKE,TLX,TLX_RAW
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,A1X0H6VAK3AQE9,60 minutes,0.1,3,Y,2,2,4,8,1,44,1,6,34,35
3MK14RC5NS9WDGLCZVLGWCZQJ2BT6N,A1X0H6VAK3AQE9,45 minutes,0.02,17912,Y,1,1,4,2,2,37,1,2,37,33.33
3I5ZXD44JV69M8DWVE4I5ER80XVCJX_1,A1X0H6VAK3AQE9,3minutes,0.05,1,Y,3,4,3,6,2,49,1,3,45.67,40
3U6BJ3K2B9GQGJVT0E99IGFE7I2MEG,A1X0H6VAK3AQE9,40 minutes,0.05,112,Y,2,4,2,3,11,49,2,1,55.33,42.5
3GAR7VLBJNEKQVA3XEJQ66MZFEXY4T,A1X0H6VAK3AQE9,12 hours,0.9,29,Y,8,2,2,2,8,48,2,2,41,32.5
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,A1X0H6VAK3AQE9,5 minutes,0.03,589,Y,10,5,8,12,4,76,1,0,47.67,48.33
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,A1X0H6VAK3AQE9,2 hours,0.03,1,Y,15,6,0,8,4,81,5,0,70,61.67
37672WDDC2JA93V4O46FCCJ2VAJNM9,A1X0H6VAK3AQE9,30 minutes,0.25,1,Y,3,4,1,6,10,44,2,6,37.33,39.17
3UXCLCQO1UDWROO910PGOYLD3QJ20A,A1X0H6VAK3AQE9,60 minutes,0,2,Y,8,8,6,12,9,38,5,0,43.67,42.5
3WAI7IWAXVDPIQMZBUA6WKWKGBTKCH,A1X0H6VAK3AQE9,10 minutes,0.06,2558,Y,3,4,2,16,2,49,3,0,54.33,62.5
3Y6OYEUGD7DBA3Z0UX7LVDP3LCIS5W,A1X0H6VAK3AQE9,5 minutes,0.1,1,Y,6,4,4,9,13,37,2,16,33.67,33.33
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5,A1X0H6VAK3AQE9,10 minutes,0.01,493,Y,4,2,2,2,4,46,1,0,41,33.33
3J06FGISMVRO4EVZMT2NFJ1KME95KI,A1X0H6VAK3AQE9,60 minutes,0.01,5498,Y,1,1,6,2,4,24,1,8,31.33,25
3K0G5SYN9K0M6D335K10A1FE8RM8MU,A1X0H6VAK3AQE9,45 minutes,0.4,20,Y,2,2,4,4,9,74,3,0,56.33,50.83
3DCXWU0MSDB2RCYGDPZ82R371ZGTVX,A1X0H6VAK3AQE9,3 minutes,0.05,6,Y,2,10,1,12,2,69,2,1,47,50.83
3M35MA94IX9MX6PXAQCG5JTOJ1HNO3,A1X0H6VAK3AQE9,60 minutes,0.03,10,Y,3,4,2,4,5,52,2,0,49,38.33
3589VT1T2BGMXIVHZGNGS492OQIJN8,A1X0H6VAK3AQE9,5 minutes,0.03,938,Y,4,2,6,12,6,39,3,0,34.67,35
3G2I6FODBC43UCDM72LBPP8Z9I0L60,A1X0H6VAK3AQE9,2minutes,0.1,1,Y,2,3,6,3,2,37,1,5,38.67,36.67
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,A1X0H6VAK3AQE9,3hours,0.35,4,Y,8,4,0,12,11,39,4,0,38,38.33
35QUA2ABY634ZYN782PTB2BL5I8EGJ,A1X0H6VAK3AQE9,2 hours,0.1,1,Y,2,3,1,6,2,38,1,1,41.67,39.17
3FOA7RUSUPLLDDXZNITMB1EHL6FPGL,A1X0H6VAK3AQE9,60 minutes,0.1,6971,Y,2,3,11,4,8,42,2,17,46.67,40.83
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A1X0H6VAK3AQE9,60 minutes,0.2,52,Y,3,3,6,2,7,34,1,16,27,28.33
3GZMSD8U5X9MRGKQIZ546O8UKB695Q,A1X0H6VAK3AQE9,60minutes,0.05,41,Y,2,2,2,14,1,56,2,0,53.33,56.67
3UXCLCQO2V425H8F0OVWTKIEO3N20G,A1X0H6VAK3AQE9,60 minutes,0.3,1377,Y,2,2,2,4,3,54,1,16,32.33,27.5
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,A1X0H6VAK3AQE9,60 minutes,0.1,149,Y,4,6,10,6,4,37,1,12,44.67,40.83
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,A1X0H6VAK3AQE9,45 minutes,0,1,Y,1,6,4,12,1,69,2,0,52.33,54.17
36FIWAXJH5YZ4NF13JA9L63DO7Z3AS,A1X0H6VAK3AQE9,60minutes,0.2,2557,Y,8,7,3,14,4,56,4,0,62,64.17
38DNTK7MFN2OC2PZPWU81IIJXME01H,A1X0H6VAK3AQE9,60 minutes,0.02,1,Y,2,1,6,2,3,27,1,1,29.33,23.33
3LV0310AB0LE2KPSDVZ5QZ931M3DKU,A1X0H6VAK3AQE9,60 minutes,0.03,360,Y,7,2,1,8,10,65,2,0,51.67,48.33
3F0Z1FPMUNWB7D1EFV5M6IVBAHELYR,A1X0H6VAK3AQE9,10 minutes,0.06,100,Y,2,4,2,1,8,48,4,10,45.33,32.5
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,A1X0H6VAK3AQE9,60 minutes,0.09,366,Y,1,2,4,2,1,33,1,3,35.33,28.33
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,A1X0H6VAK3AQE9,3 hours,0.05,1,Y,10,2,0,2,4,78,1,0,26.33,20
3FQJF6D1R1SUSJ130G368H5I02G92S,A1X0H6VAK3AQE9,60 minutes,0.05,5,Y,1,2,2,4,1,41,1,1,37.33,32.5
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A1X0H6VAK3AQE9,60 minutes,0.01,40,Y,6,2,6,3,6,52,1,0,51.33,44.17
3P6UG6V268Y9VTMB4YR44MFGIGC4NX,A1X0H6VAK3AQE9,10 minutes,0.35,50,Y,4,2,1,3,12,38,3,18,32,28.33
319N3DB42B6LKGW48RIT1IUY6MJEPG,A1X0H6VAK3AQE9,45 minutes,0.07,3,Y,1,2,1,2,7,41,3,0,39,29.17
31QOF9ABLNAV27TO4PXO0GLATWO1L1,A1X0H6VAK3AQE9,10 minutes,0.45,98,Y,4,5,4,2,11,50,2,19,30.67,26.67
3SBA6YTBY276L0SZ55XU5R7VV8FOBP,A1X0H6VAK3AQE9,3 minutes,0.2,64,Y,4,13,4,18,3,86,4,1,62.67,69.17
3LCM1J6T1CTW3PUN949YD9G6A99CYC,A1X0H6VAK3AQE9,7minutes,0.01,4238,Y,2,2,0,1,2,37,1,0,33.67,27.5
3QPQKLUN2S87R374XHKKL49YI4M6SW,A1X0H6VAK3AQE9,30 minutes,0.1,592,Y,1,2,2,2,3,30,4,3,37.33,27.5
3R7DCNC1NOV5HU26IA2C7R0658YUDF,A1X0H6VAK3AQE9,30 minutes,0.35,1,Y,8,12,6,10,4,85,4,0,68.33,65
3NXBKB5598TPF5MRSRS8QPZELKSL9C,A1X0H6VAK3AQE9,5 days,0.15,14,Y,2,2,2,2,5,43,2,6,33.33,25.83
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,A1X0H6VAK3AQE9,1 hour 40 minutes,0.35,5,Y,10,5,7,6,16,74,2,16,54.67,45.83
34RF8KPUOTU14SPS6MXYXNPWVK1SBB,A1X0H6VAK3AQE9,45 minutes,0.03,24394,Y,3,2,1,4,1,46,1,0,41.67,38.33
3J567DP9LLBDQUW0322ZJ0FWFWZFPB,A1X0H6VAK3AQE9,45 minutes,0.07,90,Y,2,5,2,10,4,57,2,0,61.33,55.83
3NCF7G1XJIORLK6VK0UD85LOJVCNAC,A1X0H6VAK3AQE9,15minutes,0.02,26,Y,14,9,8,14,10,85,1,4,67.33,68.33
3J06FGISLU272UJU8S9F5O38AK5K50,A1X0H6VAK3AQE9,7 days,0.03,18,Y,2,2,3,2,6,49,2,10,41,30.83
3B9PUZPHFHW5PZT5Q7OV88NG9W6JA5,A1X0H6VAK3AQE9,5 minutes,0.05,1,Y,14,7,0,8,12,80,2,0,68.67,63.33
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A1X0H6VAK3AQE9,30 minutes,0,200,Y,11,10,6,4,10,40,1,0,57,49.17
3FKD865UZQG0HB1FDHAJVT0FL3FMUG,A1X0H6VAK3AQE9,60minutes,0.05,933,Y,5,4,16,2,3,54,1,0,41.33,36.67
3E9JM64F23SDM8DQUQW3OKIR1A0NP8,A1X0H6VAK3AQE9,60minutes,0,1,Y,1,1,4,1,1,15,1,4,5,5
3EULM6QNGEDGI0DDZ62WA3R8YV4JXB,A1X0H6VAK3AQE9,3 minutes,0.03,1,Y,1,1,4,1,10,14,1,19,9,7.5
3YNFDCZ5R4IX1UZP9S56QRIUL8YNRO,A1X0H6VAK3AQE9,10 daysays,0.3,2,Y,2,2,4,3,10,56,2,0,48.33,44.17
3YVLYSYEBF5NUSY0E746VZKOKNG0QY,A1X0H6VAK3AQE9,5 minutes,0.03,192,Y,1,1,2,1,1,17,1,10,25,18.33
3203J2GC2PK4HSXGZ2GG1073Z7V84O,A1X0H6VAK3AQE9,2hours,0.06,81,Y,2,1,2,10,1,51,1,0,42.67,47.5
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A1X0H6VAK3AQE9,10 minutes,0.01,70584,Y,2,2,4,2,3,28,1,4,31,24.17
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,A1X0H6VAK3AQE9,2 hours,0.8,1703,Y,10,12,0,9,17,73,4,0,63.33,62.5
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,A1X0H6VAK3AQE9,45minutes,0.08,32,Y,2,3,1,7,3,48,1,4,39,39.17
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,A1X0H6VAK3AQE9,4 minutes,0.07,1,Y,1,1,6,1,2,14,1,18,6.67,6.67
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,A1X0H6VAK3AQE9,10 minutes,0.1,1,Y,9,3,1,4,9,66,4,0,50.67,43.33
3YJAOW5N8OUDFKNJJE4VLVI018MNS9,A1X0H6VAK3AQE9,60minutes,0.04,6512,N,4,20,0,8,6,73,20,0,52.67,46.67
38DNTK7MFN3UAZX8DF8S385AB3E10K,A1X0H6VAK3AQE9,60 minutes,0.1,523,Y,3,5,8,3,10,38,4,16,24.33,22.5
3RPY1MM09GJ0DPT9E5P5CCJTRTWMHE,A1X0H6VAK3AQE9,15minutes,0.05,1,Y,9,8,4,8,4,66,1,1,57,54.17
3JG2O8WUZH7UTHWSYCP6CNBWVH79WZ,A1X0H6VAK3AQE9,5minutes,0.1,1,Y,2,2,2,3,4,45,2,1,34.33,27.5
3K0T7FOBIJOUXM7ZLBPJYBSGQYWM14,A1X0H6VAK3AQE9,30 minutes,0.5,1,Y,8,4,0,4,4,50,1,18,25.67,25.83
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,A1X0H6VAK3AQE9,20 minutes,0.09,46,Y,2,2,3,2,3,34,2,16,20.33,17.5
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1,A1X0H6VAK3AQE9,60minutes,0.4,1,Y,3,4,3,5,2,57,1,4,37.67,39.17
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP,A1X0H6VAK3AQE9,30 Minutes,0.04,86,Y,2,2,2,6,4,37,3,10,36.67,35
3H5CSD5832HNKRNN8SDJ6TWL583E8G,A1X0H6VAK3AQE9,7 days,0.01,14,Y,1,1,3,1,1,25,1,5,30.67,22.5
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,A1X0H6VAK3AQE9,5 minutes,0.08,47,Y,2,16,2,18,1,72,2,0,47.33,51.67
3USMLONC9E5MDB1GD7ZQ6SDG14K85P,A1X0H6VAK3AQE9,2hours,0.08,1173,Y,1,3,3,14,1,74,1,0,52.33,58.33
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_2,A1X0H6VAK3AQE9,60 minutes,0.2,346,Y,10,4,4,8,13,71,2,2,54.67,50
38464Y8J3VK9Y56OSLPV9KDIFIGV4J,A1X0H6VAK3AQE9,60 minutes,0.05,3,Y,0,1,7,1,0,16,1,19,3.67,4.17
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,A1X0H6VAK3AQE9,30 minutes,0.03,133,Y,3,4,2,3,1,54,4,0,55,46.67
320GLP60AN6FM9FGZXIOL5AG38941T,A1X0H6VAK3AQE9,5 hours,0.05,18,Y,3,2,2,2,14,53,1,1,41.67,30.83
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,A1X0H6VAK3AQE9,1 hour 40 minutes,1.02,1,Y,10,13,0,12,3,71,3,6,60.33,62.5
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,A1X0H6VAK3AQE9,30 minutes,0.02,2,Y,1,1,10,1,3,17,1,14,21.33,15.83
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,A1X0H6VAK3AQE9,24 hours,0.02,24,Y,3,3,6,14,15,78,1,0,54.33,58.33
3AA189Q6C6N6C9XRHK508ZBLMH8WM3,A1X0H6VAK3AQE9,60 minutes,0.01,5280,Y,1,2,2,1,4,21,2,4,20.67,15
3MXFP9RGE565H89AY0KXMF94YTQB2U,A1X0H6VAK3AQE9,60 minutes,2,1,N,20,20,0,2,2,51,20,0,45,42.5
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,A1X0H6VAK3AQE9,30 minutes,0.02,22,Y,1,1,1,2,2,23,1,10,22.33,17.5
3R8NDUBSE5CRYRKXR6M9AB02Z7L4K5,A1X0H6VAK3AQE9,30 minutes,0.15,878,Y,4,4,0,4,10,37,3,0,45,40.83
3L4EWVFWCZFLPLXQZ7MWBK7MU2X9OK,A1X0H6VAK3AQE9,60 Minutes,0.03,1,Y,1,2,4,1,2,34,2,10,26.67,21.67
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1,A1X0H6VAK3AQE9,5 minutes,0.02,152,Y,1,2,5,1,2,32,1,5,30.67,22.5
3YATNUOYWN28VJEWP8MVZLA65TU5R8,A1X0H6VAK3AQE9,60 minutes,0.01,16,Y,6,2,6,7,1,50,2,0,37.67,34.17
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,A1X0H6VAK3AQE9,30 Minutes,0.04,86,Y,9,6,1,12,11,52,2,1,41.33,44.17
3GAR7VLBJNDRH4HH5ZWWCFRBGXZ4Y9,A1X0H6VAK3AQE9,10minutes,0.04,10472,Y,4,4,6,5,7,48,1,4,37.67,34.17
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,A1X0H6VAK3AQE9,30minutes,0.2,12,Y,7,6,0,6,1,54,4,0,49.33,45.83
3LJE53CC7VYWE1O3MIQ180XM33HESQ,A1X0H6VAK3AQE9,60 minutes,0.02,3253,Y,3,2,4,7,1,47,5,0,44.33,40
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,A1X0H6VAK3AQE9,30 minutes,0.2,26,Y,5,3,2,5,3,37,4,4,45,41.67
3YE2HAAZLWT35EOEU3RFNMQ5RC4ZU3,A1X0H6VAK3AQE9,7 minutes,0.15,5,Y,8,7,6,13,3,52,4,7,55,56.67
379R4POZ46ZM5D7FMP5TH9FBQ7PRXR,A1X0H6VAK3AQE9,60 minutes,0.02,230,Y,6,4,11,6,3,57,1,0,52,46.67
3FKD865UZQBJZ4661LLBINGEMFPMUJ,A1X0H6VAK3AQE9,1 W 3 days,0.3,1,Y,16,18,0,14,13,111,10,0,82.67,79.17
3K3X4GGOSLN6JKEE0NBXYD5PSA6MC7,A1X0H6VAK3AQE9,30minutes,0.05,902,Y,4,7,2,16,8,85,4,0,67,68.33
306OACM7G04QOX49OC3VEMIMU7KA8L,A1X0H6VAK3AQE9,44 minutes,0.3,2,Y,8,4,1,10,4,52,1,1,38,38.33
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A1X0H6VAK3AQE9,60 minutes,0.1,40,Y,6,4,8,5,9,37,2,16,49,45
3IRUE3ZCDH3J5468JOOGJ1Y2ZWZIC5,A1X0H6VAK3AQE9,10 minutes,0.1,9,Y,1,1,6,6,2,30,1,8,36,35.83
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM,A1X0H6VAK3AQE9,60minutes,0.4,1,Y,11,2,1,5,2,71,1,0,51.67,47.5
3PBMWYW3D4VOVNNOVMGLZF23LEGX22,A1X0H6VAK3AQE9,30 minutes,0.04,5,Y,2,3,2,3,7,40,2,1,47.67,40
3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB,A1X0H6VAK3AQE9,60minutes,0.3,1,Y,6,5,1,6,8,51,4,0,61,50
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A1X0H6VAK3AQE9,60 minutes,0.2,1,Y,5,2,6,2,11,38,1,12,15.67,14.17
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A1X0H6VAK3AQE9,60 minutes,0.05,399,Y,9,6,1,4,8,49,4,0,58.33,49.17
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,A1X0H6VAK3AQE9,60 minutes,0.1,20,Y,2,10,3,12,1,62,2,1,54.67,57.5
3D8B00U52IVJZWECZOBXRVFYHAV833,A1X0H6VAK3AQE9,60 minutes,0.05,24,Y,1,3,2,4,1,39,1,0,38,33.33
3XFOW6US4G39LHGXH58DQK2U59EF7W,A1X0H6VAK3AQE9,10 minutes,0.06,4,Y,2,2,6,4,6,37,1,5,27,29.17
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL,A1X0H6VAK3AQE9,60 minutes,0.05,7,Y,1,6,2,12,1,55,2,0,40.67,45.83
3XKJYHBF1PGIGZAV82J26HU67K1S94,A1X0H6VAK3AQE9,45 minutes,0.13,13523,Y,2,2,4,11,3,52,1,2,39.67,44.17
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,A1X0H6VAK3AQE9,20 minutes,0.05,1,Y,2,2,3,7,1,33,1,2,29.67,27.5
36R3RQSDPTXRSZ6X7FR6HZHDYAF078,A1X0H6VAK3AQE9,60 minutes,0.25,1,Y,11,8,2,10,9,71,3,2,49.67,49.17
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,A1X0H6VAK3AQE9,10 minutes,0.07,753,Y,1,2,10,2,4,14,1,17,10,9.17
3ZFB7PFNY1ZJD1XM4GHBRRAA6GF932,A1X0H6VAK3AQE9,60minutes,0.05,4,Y,4,5,2,17,1,46,2,0,53.67,60.83
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,A1X0H6VAK3AQE9,60minutes,0.07,2,Y,11,4,2,2,10,53,4,1,49,40.83
3TCGLRK8ZGNA4CQP60QJDQBQH1MZQ6,A1X0H6VAK3AQE9,60 minutes,0.6,3,Y,7,6,1,10,9,38,2,10,45,45.83
3NAD71TD8V1W7T0ET8V40F6WWDIL2U,A1X0H6VAK3AQE9,60 minutes,0.06,2503,Y,7,6,2,2,10,55,3,0,56.33,47.5
3YJAOW5N8OUDFKNJJE4VLVI0YDQNSK,A1X0H6VAK3AQE9,60 minutes,0.04,10809,N,20,20,0,18,0,149,20,0,87.33,79.17
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,A1X0H6VAK3AQE9,15 minutes,0.05,118,Y,10,2,0,11,5,70,2,0,60.67,59.17
33RX46D1RXVH625SCIG7UWSYT80X1J,A1X0H6VAK3AQE9,30 minutes,0.04,85,Y,2,3,0,2,2,50,2,1,37.33,30
3O73QR1UY8O4VXGQ4UMU1W2GKGC94O,A1X0H6VAK3AQE9,60 minutes,0.05,2,Y,2,3,4,12,1,38,2,0,43,47.5
3FKD865UZQBJZ4661LLBINGENHPMUO,A1X0H6VAK3AQE9,1 week 3 days,0.3,1,Y,2,2,8,10,7,49,1,0,49.33,53.33
3OR6S1RAC52TCC0V5OHKA3WQNHZAGY,A1X0H6VAK3AQE9,60minutes,0.05,1085,Y,2,5,6,16,4,54,1,1,46.33,51.67
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,A1X0H6VAK3AQE9,7 days,0.3,2,Y,2,3,12,17,2,68,2,0,56.33,64.17
3203J2GC2PK4HSXGZ2GG107218V84Q,A1X0H6VAK3AQE9,2hours,0.02,115,Y,1,1,4,4,1,26,1,0,35.33,32.5
3VNVHCMRM39PCV9YY08XQFC2ASTW7K,A1X0H6VAK3AQE9,20 minutes,0.5,1,Y,6,4,1,2,11,38,3,4,41.67,39.17
3MNYFQMXON9G1T2C2HOQSK4JSIPY01,A1X0H6VAK3AQE9,7 days,0.06,3,Y,2,3,2,2,7,37,1,2,39.67,30
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,A1X0H6VAK3AQE9,60minutes,0.1,2277,Y,8,4,10,11,10,47,2,1,56.67,56.67
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A1X0H6VAK3AQE9,60minutes,0.02,12225,Y,1,1,12,2,1,27,2,12,8.67,9.17
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,A1X0H6VAK3AQE9,3 minutes,0.02,110,Y,9,1,14,2,1,53,1,0,46.33,39.17
3D00S7P7YG22I1NWJE5APKC40DIEZA,A1X0H6VAK3AQE9,45 minutes,0.5,10,Y,9,4,6,10,4,66,2,16,41.33,45
3T6UNEUZ5USMH6KL5FCL3O350KM199_1,A1X0H6VAK3AQE9,10minutes,0.02,15,Y,1,1,6,1,2,24,1,11,15.67,12.5
3GC8IVJ10EOCB71QWZ4YFX98VOS9NN,A1X0H6VAK3AQE9,60minutes,0.04,34,Y,3,3,2,3,11,51,4,0,47,35.83
3W7EAH4XLRRHWHV8PSJNN5I48Z5K1Z,A1X0H6VAK3AQE9,7minutes,0.04,1104,Y,1,1,0,1,4,35,2,0,21.33,17.5
3OJGK8O6MRNHZCTYHMEFS503K2OL5K,A1X0H6VAK3AQE9,3 hours,0.6,354,Y,8,4,2,4,12,61,4,16,46.67,43.33
36QDS77QN9NG5USZQM0XMAC2L97HFT,A1X0H6VAK3AQE9,10 minutes,0.01,2413,Y,6,10,1,14,2,64,2,0,49,54.17
37ZUGP9H9BONPT0XCKXE3200JPH817,A1X0H6VAK3AQE9,2 hours,0.08,2,Y,4,6,9,15,1,61,2,6,44.33,51.67
3I5ZXD44JV69M8DWVE4I5ER80XVCJX_2,A1X0H6VAK3AQE9,3minutes,0.05,1,Y,8,8,4,17,4,68,2,0,60.67,63.33
378UBY8FR7AABMKBM232FCEFT60T8E,A1X0H6VAK3AQE9,40 minutes,0.4,665,Y,7,6,1,4,9,72,2,16,47.67,43.33
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,A1X0H6VAK3AQE9,5 minutes,0.01,51,Y,1,2,2,2,3,20,4,4,22.67,18.33
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM,A1X0H6VAK3AQE9,10 minutes,0.05,35,Y,2,2,6,7,2,38,2,18,43.67,42.5
38DNTK7MFN34LCW85JTSAD2CXFQ01S,A1X0H6VAK3AQE9,4minutes,0.01,2012,Y,2,2,3,7,2,41,1,0,38,34.17
323KIQYDLQ7S9UIT4NE6QLFONB14CB,A1X0H6VAK3AQE9,60 Minutes,0.05,1496,Y,2,4,4,3,1,50,3,5,44.67,37.5
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,A1X0H6VAK3AQE9,5 minutes,0.04,1618,Y,2,2,4,8,14,50,2,12,44.33,39.17
3LE9INWSFWFC7U06C7E8H83VJHH0ML,A1X0H6VAK3AQE9,2 minutes,0.08,1,Y,1,1,13,1,15,20,1,19,13.33,10.83
32JRJ3GOYGFHSVM6IWA88RJNYD8U1D,A1XJ9VFOJ4LP2X,15 minutes,0.15,92,Y,2,0,13,0,14,34,1,16,24.67,20.83
37QHTW84X0Z4WRFH6C4VHQ7JNTDJDT,A1XJ9VFOJ4LP2X,5 days,0.2,1,Y,0,0,10,0,2,21,1,17,8,5
3UXCLCQO1UDWROO910PGOYLD3QJ20A,A1XJ9VFOJ4LP2X,60 minutes,0,2,Y,0,1,8,0,12,19,1,0,12.67,8.33
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,A1XJ9VFOJ4LP2X,60minutes,0.02,644,Y,0,2,11,2,0,25,4,10,21.33,15
3G2I6FODBC43UCDM72LBPP8Z9I0L60,A1XJ9VFOJ4LP2X,2minutes,0.1,1,Y,0,0,5,1,0,13,4,5,19.33,18.33
36HGGQAXL6L87J29O35QD9YQWSFBVG,A1XJ9VFOJ4LP2X,24 hours,0.04,13,Y,0,0,18,0,16,24,0,20,2,1.67
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,A1XJ9VFOJ4LP2X,2 hours,0.07,2828,Y,0,0,16,0,15,26,0,16,3,2.5
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A1XJ9VFOJ4LP2X,60 minutes,0.01,40,Y,0,0,5,0,4,27,1,10,6.33,4.17
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F,A1XJ9VFOJ4LP2X,60 minutes,0.2,9,Y,0,2,10,0,7,35,1,6,25.33,18.33
3LCM1J6T1CTW3PUN949YD9G6A99CYC,A1XJ9VFOJ4LP2X,7minutes,0.01,4238,Y,0,0,12,0,1,3,0,20,1.33,1.67
3DECMKXKT815JCLN1RI1KKDJDFAMBB,A1XJ9VFOJ4LP2X,15 minutes,0.01,1,Y,0,0,10,0,6,37,1,14,26.67,21.67
3H41Q6XMRNJ731MM548PSMBGOYMG2I,A1XJ9VFOJ4LP2X,1 hours 40 minutes,0.1,23,Y,0,1,13,0,18,30,0,16,6,4.17
3B9PUZPHFHW5PZT5Q7OV88NG9W6JA5,A1XJ9VFOJ4LP2X,5 minutes,0.05,1,Y,10,0,0,11,0,18,10,0,36.67,40
3Q4WZ5V3MNIH1FT2QKH2OURKHS1UGI,A1XJ9VFOJ4LP2X,30 minutes,0.05,11486,Y,0,0,11,0,3,14,0,10,1.33,0.83
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,A1XJ9VFOJ4LP2X,10 minutes,0.01,4,Y,3,4,11,0,12,36,1,15,9.67,7.5
3YNFDCZ5Q3U1E5N64P4QVLD4C30NR9,A1XJ9VFOJ4LP2X,60minutes,0.04,4409,N,10,20,0,20,0,150,20,0,73,60.83
3PBMWYW3D44FHQ3H0CBK078FM1J2XZ,A1XJ9VFOJ4LP2X,60 minutes,0.06,3,Y,1,0,6,0,0,12,0,10,0.67,0.83
3RPY1MM09GJ0DPT9E5P5CCJTRTWMHE,A1XJ9VFOJ4LP2X,15minutes,0.05,1,Y,0,1,10,0,10,45,1,14,25.33,20.83
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A1XJ9VFOJ4LP2X,3 minutes,0.2,13,Y,1,1,9,3,9,33,4,7,24,24.17
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,A1XJ9VFOJ4LP2X,60 minutes,0.02,108,Y,0,0,7,0,1,14,1,10,3,1.67
3ZXEP6UEFFQUF1V5KFZ2RFEFLM08OQ,A1XJ9VFOJ4LP2X,24 hours,0.09,2,Y,1,1,10,0,14,39,1,15,11,7.5
3SFRD5IA5Z34MMJO249XJPJMVUHFBF,A1XJ9VFOJ4LP2X,60 minutes,0.1,1,Y,0,0,10,0,3,17,1,10,1.67,0.83
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,A1XJ9VFOJ4LP2X,2 hours,0.5,49,N,0,20,0,10,10,57,20,0,70,50
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A1XJ9VFOJ4LP2X,10 minutes,0.1,82,Y,0,0,11,0,5,28,1,9,20.33,19.17
3FKD865UZQBJZ4661LLBINGEMFPMUJ,A1XJ9VFOJ4LP2X,1 W 3 days,0.3,1,N,0,20,0,10,0,58,20,0,70,50
